gene_name	logFC	lfcSE	stat	pvalue	padj
FREM1	-1.26526401678383	0.238774798105267	-5.29898476231156	1.16448350878097e-07	0.000719185015023125
SUSD2	-1.88886655110733	0.355035335103453	-5.32022129728845	1.03641106335564e-07	0.000719185015023125
FRAS1	-1.06061037684922	0.211152628656688	-5.02295606546134	5.08821873714253e-07	0.00126204940612863
ERICH1-AS1	-1.84584627573942	0.361884675488118	-5.10064780513212	3.38492921789292e-07	0.00126204940612863
RP11-627G23.1	-1.75026673875414	0.345492429120292	-5.06600605752996	4.06248993254677e-07	0.00126204940612863
CTD-2047H16.4	-1.17141582158347	0.231864298583352	-5.05216123715726	4.36838686444842e-07	0.00126204940612863
COLQ	-1.3685316654219	0.279221253112108	-4.90124462292429	9.5231385723836e-07	0.00149141594748967
MIR143HG	-2.88059663744529	0.584642809927722	-4.92710521455212	8.345682006805e-07	0.00149141594748967
AC131025.8	-3.46859447021835	0.710441830081053	-4.88230608524646	1.04852331480907e-06	0.00149141594748967
RBPMS	-1.26489897313869	0.259835816197845	-4.86807012077031	1.12693346636741e-06	0.00149141594748967
MUC19	-2.55799405640718	0.523409478389752	-4.88717564740467	1.02292826019396e-06	0.00149141594748967
LAMA5	-1.17987876672134	0.238517795310223	-4.94671169162349	7.54776381752467e-07	0.00149141594748967
TTC21A	-1.27015792479883	0.26576693272013	-4.77921730818331	1.75978911697282e-06	0.00215748165415072
CTD-2349P21.5	-2.18341811214562	0.457957353636985	-4.76773239867304	1.86311023674501e-06	0.00215748165415072
LIMS2	-1.19549770258646	0.252643421572101	-4.73195658587645	2.22365978827148e-06	0.00228888714206077
IQCJ	-2.06923812845527	0.436989946927391	-4.73520762435087	2.18830961353013e-06	0.00228888714206077
ANKRD19P	-1.44349512717871	0.306570200523117	-4.70853045963239	2.49509085163481e-06	0.00243310754205736
MIR145	-3.05011409131725	0.658201015385855	-4.63401608326172	3.58639113187201e-06	0.00332243274456623
HSPG2	-1.27721746093624	0.277060877770232	-4.60988022276982	4.02901030463536e-06	0.00343122028788489
COL14A1	-1.76564118721702	0.383976419610328	-4.59830629445644	4.25939478742187e-06	0.00343122028788489
AC093642.3	-1.5685625272678	0.346075551086479	-4.53242802718485	5.83095463616623e-06	0.00394450895432817
MIAT	-1.68582674842756	0.372942185410329	-4.52034340543355	6.17393996521573e-06	0.00394450895432817
FAM118A	-1.18456803684123	0.261980726291963	-4.52158467383243	6.13783984163661e-06	0.00394450895432817
AKT3-IT1	-1.94334432183763	0.431898936060616	-4.49953486702937	6.8102309510275e-06	0.00420599863535458
RP4-673D20.3	-1.31395619609608	0.293021450102436	-4.48416385775425	7.32003980249723e-06	0.00437502249873125
CASQ2	-1.67796645195784	0.376782452277784	-4.45340923340227	8.45174460090674e-06	0.004893560123925
RP4-555D20.2	-1.64757638720935	0.374502057404695	-4.39937873406377	1.085612202674e-05	0.0055980001465046
